model_path,base_model,peft_method,rank,learning_rate,trainable_modules,mean_accuracy,acc_analogical_similarity,acc_analytic_entailment,acc_causal_judgment,acc_cause_and_effect,acc_common_morpheme,acc_conceptual_combinations,acc_logical_deduction,acc_logical_sequence,acc_odd_one_out,stderr_analogical_similarity,stderr_analytic_entailment,stderr_causal_judgment,stderr_cause_and_effect,stderr_common_morpheme,stderr_conceptual_combinations,stderr_logical_deduction,stderr_logical_sequence,stderr_odd_one_out,results_file,eval_date,eval_duration_seconds
models/gemma-12b/hotpotqa/dora_trAll_lora_r1_lr5e-4,,dora,1,5e-4,trAll,0.4187131958108459,0.3126934984520124,0.42857142857142855,0.49473684210526314,0.6470588235294118,0.34,0.5728155339805825,0.302,0.3333333333333333,0.3372093023255814,0.025834895900787264,0.05957554687344993,0.0363676333778788,0.03876156045061584,0.0676726816132972,0.04897957737781172,0.011858516613705036,0.07647191129018727,0.05127769710698979,../results/bigbench/hotpotqa/google_gemma-3-12b-it_dora_trAll_lr5e-4_r1/models__gemma-12b__hotpotqa__dora_trAll_lora_r1_lr5e-4/results_2026-02-19T04-56-53.115059.json,1771469376.6418142,438.72323077498004
models/llama-3b/hotpotqa/dora_trAll_lora_r1_lr5e-4,,dora,1,5e-4,trAll,0.4167094131110436,0.17027863777089783,0.42857142857142855,0.5105263157894737,0.6405228758169934,0.42,0.47572815533980584,0.2806666666666667,0.358974358974359,0.46511627906976744,0.020946828818365727,0.05957554687344993,0.03636158772354764,0.038920746173619646,0.07050835816716038,0.049449010929737795,0.011605388804004831,0.07781756136754922,0.05410046493374881,../results/bigbench/hotpotqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr5e-4_r1/models__llama-3b__hotpotqa__dora_trAll_lora_r1_lr5e-4/results_2026-02-19T14-18-31.534773.json,1771503208.4387004,305.359707582742
models/gemma-12b/hotpotqa/dora_trAll_lora_r1_lr5e-5,,dora,1,5e-5,trAll,0.6123361479972558,0.30340557275541796,0.42857142857142855,0.6578947368421053,0.7450980392156863,0.62,0.7572815533980582,0.33866666666666667,0.8461538461538461,0.813953488372093,0.025619688128515658,0.05957554687344993,0.034508587389010664,0.03534854191631362,0.06934092056863769,0.04245022486384496,0.01222350112243476,0.05852968540405247,0.04220861455688512,../results/bigbench/hotpotqa/google_gemma-3-12b-it_dora_trAll_lr5e-5_r1/models__gemma-12b__hotpotqa__dora_trAll_lora_r1_lr5e-5/results_2026-02-18T02-08-35.864228.json,1771372878.6260784,439.50125659862533
models/llama-3b/hotpotqa/dora_trAll_lora_r1_lr5e-5,,dora,1,5e-5,trAll,0.4442217734506307,0.21981424148606812,0.42857142857142855,0.5368421052631579,0.7124183006535948,0.38,0.5922330097087378,0.276,0.41025641025641024,0.4418604651162791,0.02307804344417211,0.05957554687344993,0.03627078198521412,0.03671354847681531,0.06934092056863769,0.048657775704107696,0.011545772815765756,0.07979349797082042,0.05386473193904115,../results/bigbench/hotpotqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr5e-5_r1/models__llama-3b__hotpotqa__dora_trAll_lora_r1_lr5e-5/results_2026-02-19T03-10-06.714611.json,1771463091.5903618,317.4022843949497
models/gemma-12b/hotpotqa/dora_trAll_lora_r3_lr1e-2,,dora,3,1e-2,trAll,0.34583287873355845,0.15170278637770898,0.42857142857142855,0.5105263157894737,0.5359477124183006,0.24,0.24271844660194175,0.20666666666666667,0.4358974358974359,0.36046511627906974,0.019991384090033457,0.05957554687344993,0.03636158772354764,0.040450405141739476,0.0610118757258932,0.04245022486384496,0.010458327851589752,0.08044135838502686,0.05207799763759181,../results/bigbench/hotpotqa/google_gemma-3-12b-it_dora_trAll_lr1e-2_r3/models__gemma-12b__hotpotqa__dora_trAll_lora_r3_lr1e-2/results_2026-02-20T22-41-01.119064.json,1771619611.4479613,451.92655782261863
models/llama-3b/hotpotqa/dora_trAll_lora_r3_lr1e-2,,dora,3,1e-2,trAll,0.3426640648547939,0.15170278637770898,0.42857142857142855,0.4789473684210526,0.5163398692810458,0.2,0.21359223300970873,0.20066666666666666,0.48717948717948717,0.4069767441860465,0.019991384090033457,0.05957554687344993,0.036337395047733305,0.040533693641336535,0.05714285714285715,0.04058042015646035,0.010344291821381215,0.08108404256841999,0.05328576389483535,../results/bigbench/hotpotqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr1e-2_r3/models__llama-3b__hotpotqa__dora_trAll_lora_r3_lr1e-2/results_2026-02-20T07-44-46.929349.json,1771565978.866609,310.3202165849507
models/gemma-12b/hotpotqa/dora_trAll_lora_r3_lr1e-3,,dora,3,1e-3,trAll,0.3369347423620981,0.15170278637770898,0.42857142857142855,0.4789473684210526,0.5294117647058824,0.24,0.2621359223300971,0.20133333333333334,0.3333333333333333,0.4069767441860465,0.019991384090033457,0.05957554687344993,0.036337395047733305,0.040485129506569725,0.0610118757258932,0.04354631077260595,0.010357139004911517,0.07647191129018727,0.05328576389483535,../results/bigbench/hotpotqa/google_gemma-3-12b-it_dora_trAll_lr1e-3_r3/models__gemma-12b__hotpotqa__dora_trAll_lora_r3_lr1e-3/results_2026-02-19T20-29-28.185601.json,1771525317.1184604,453.31571295065805
models/llama-3b/hotpotqa/dora_trAll_lora_r3_lr1e-3,,dora,3,1e-3,trAll,0.3796920046946724,0.18575851393188855,0.42857142857142855,0.531578947368421,0.6209150326797386,0.4,0.3106796116504854,0.234,0.46153846153846156,0.2441860465116279,0.021673200128992987,0.05957554687344993,0.036297038088316094,0.03935161627056306,0.06998542122237651,0.04582124160161549,0.010935068227714137,0.08087038200582258,0.04659704878317674,../results/bigbench/hotpotqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr1e-3_r3/models__llama-3b__hotpotqa__dora_trAll_lora_r3_lr1e-3/results_2026-02-19T21-00-01.305084.json,1771527291.9652448,311.59215686284006
models/gemma-12b/hotpotqa/dora_trAll_lora_r3_lr1e-4,,dora,3,1e-4,trAll,0.61138194399036,0.26625386996904027,0.42857142857142855,0.6105263157894737,0.7450980392156863,0.64,0.7475728155339806,0.37866666666666665,0.8717948717948718,0.813953488372093,0.024631617986737374,0.05957554687344993,0.035469931637371645,0.03534854191631362,0.06857142857142857,0.04301250399690879,0.012528239541351575,0.05423355275954148,0.04220861455688512,../results/bigbench/hotpotqa/google_gemma-3-12b-it_dora_trAll_lr1e-4_r3/models__gemma-12b__hotpotqa__dora_trAll_lora_r3_lr1e-4/results_2026-02-18T17-51-25.167845.json,1771429433.2037778,454.23170150863007
models/llama-3b/hotpotqa/dora_trAll_lora_r3_lr1e-4,,dora,3,1e-4,trAll,0.47459332490258227,0.21981424148606812,0.42857142857142855,0.5263157894736842,0.738562091503268,0.4,0.6504854368932039,0.29,0.5641025641025641,0.45348837209302323,0.02307804344417211,0.05957554687344993,0.03631923996538706,0.03564150157965489,0.06998542122237651,0.04721188506097175,0.011719993123969139,0.08044135838502686,0.053997458379123835,../results/bigbench/hotpotqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr1e-4_r3/models__llama-3b__hotpotqa__dora_trAll_lora_r3_lr1e-4/results_2026-02-19T09-55-20.425916.json,1771487411.5218923,311.17226315289736
models/gemma-12b/hotpotqa/dora_trAll_lora_r3_lr1e-5,,dora,3,1e-5,trAll,0.6102147442837291,0.2755417956656347,0.42857142857142855,0.6157894736842106,0.8169934640522876,0.56,0.7766990291262136,0.30933333333333335,0.8717948717948718,0.8372093023255814,0.02489845928700079,0.05957554687344993,0.03538097998767893,0.031363231043705656,0.07091242083423346,0.041235531898914324,0.011938418322213889,0.05423355275954148,0.0400426076639687,../results/bigbench/hotpotqa/google_gemma-3-12b-it_dora_trAll_lr1e-5_r3/models__gemma-12b__hotpotqa__dora_trAll_lora_r3_lr1e-5/results_2026-02-17T14-58-59.845797.json,1771332688.1119153,454.0070680300705
models/llama-3b/hotpotqa/dora_trAll_lora_r3_lr1e-5,,dora,3,1e-5,trAll,0.46830076071218546,0.2043343653250774,0.42857142857142855,0.5105263157894737,0.7712418300653595,0.48,0.6699029126213593,0.284,0.4358974358974359,0.43023255813953487,0.022470258636825335,0.05957554687344993,0.03636158772354764,0.034069189432257084,0.0713714056959817,0.04656147110012349,0.011647021167150225,0.08044135838502686,0.05370206525289722,../results/bigbench/hotpotqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr1e-5_r3/models__llama-3b__hotpotqa__dora_trAll_lora_r3_lr1e-5/results_2026-02-18T22-45-34.610066.json,1771447225.339713,311.5507362028584
models/gemma-12b/hotpotqa/dora_trAll_lora_r3_lr5e-3,,dora,3,5e-3,trAll,0.362037281781099,0.15170278637770898,0.42857142857142855,0.4789473684210526,0.6013071895424836,0.26,0.2621359223300971,0.2,0.5384615384615384,0.3372093023255814,0.019991384090033457,0.05957554687344993,0.036337395047733305,0.03971418059636648,0.06266203485560373,0.04354631077260595,0.010331399964032522,0.08087038200582258,0.05127769710698979,../results/bigbench/hotpotqa/google_gemma-3-12b-it_dora_trAll_lr5e-3_r3/models__gemma-12b__hotpotqa__dora_trAll_lora_r3_lr5e-3/results_2026-02-20T09-37-35.593468.json,1771572609.6241736,448.20653185993433
models/llama-3b/hotpotqa/dora_trAll_lora_r3_lr5e-3,,dora,3,5e-3,trAll,0.3103989141037071,0.15170278637770898,0.42857142857142855,0.5210526315789473,0.5163398692810458,0.22,0.22330097087378642,0.204,0.3076923076923077,0.22093023255813954,0.019991384090033457,0.05957554687344993,0.0363373950477333,0.040533693641336535,0.059178043363451366,0.041235531898914324,0.01040808430079915,0.07487142513727502,0.044999354884257665,../results/bigbench/hotpotqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr5e-3_r3/models__llama-3b__hotpotqa__dora_trAll_lora_r3_lr5e-3/results_2026-02-20T02-26-16.657873.json,1771546868.4862452,310.41132108401507
models/gemma-12b/hotpotqa/dora_trAll_lora_r3_lr5e-4,,dora,3,5e-4,trAll,0.48680102205039844,0.3188854489164087,0.42857142857142855,0.5736842105263158,0.673202614379085,0.56,0.5339805825242718,0.31733333333333336,0.48717948717948717,0.4883720930232558,0.02597164718919157,0.05957554687344993,0.035972552523024615,0.03804436938526774,0.07091242083423346,0.049392914472734785,0.01202157524787078,0.08108404256841999,0.054217947080641996,../results/bigbench/hotpotqa/google_gemma-3-12b-it_dora_trAll_lr5e-4_r3/models__gemma-12b__hotpotqa__dora_trAll_lora_r3_lr5e-4/results_2026-02-19T07-14-03.046983.json,1771477588.564375,456.73469725903124
models/llama-3b/hotpotqa/dora_trAll_lora_r3_lr5e-4,,dora,3,5e-4,trAll,0.4786408503031441,0.18885448916408668,0.42857142857142855,0.5473684210526316,0.7124183006535948,0.56,0.5922330097087378,0.298,0.5384615384615384,0.4418604651162791,0.02181147847893003,0.05957554687344993,0.036206070458230516,0.03671354847681531,0.07091242083423346,0.048657775704107696,0.011813426176404126,0.08087038200582258,0.05386473193904115,../results/bigbench/hotpotqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr5e-4_r3/models__llama-3b__hotpotqa__dora_trAll_lora_r3_lr5e-4/results_2026-02-19T15-26-44.232239.json,1771507295.1217086,311.36245039710775
models/gemma-12b/hotpotqa/dora_trAll_lora_r3_lr5e-5,,dora,3,5e-5,trAll,0.6198664858214357,0.29411764705882354,0.42857142857142855,0.6368421052631579,0.8104575163398693,0.62,0.7864077669902912,0.33066666666666666,0.8461538461538461,0.8255813953488372,0.0253921086648068,0.05957554687344993,0.034981040838332006,0.03179044570018348,0.06934092056863769,0.04058042015646035,0.012151100676341186,0.05852968540405247,0.041159196671218555,../results/bigbench/hotpotqa/google_gemma-3-12b-it_dora_trAll_lr5e-5_r3/models__gemma-12b__hotpotqa__dora_trAll_lora_r3_lr5e-5/results_2026-02-18T04-26-12.773822.json,1771381123.453057,451.5661423248239
models/llama-3b/hotpotqa/dora_trAll_lora_r3_lr5e-5,,dora,3,5e-5,trAll,0.47194219471041227,0.20743034055727555,0.42857142857142855,0.5368421052631579,0.7320261437908496,0.44,0.6407766990291263,0.2886666666666667,0.46153846153846156,0.5116279069767442,0.022595758573413196,0.05957554687344993,0.03627078198521412,0.035924250403997736,0.07091242083423346,0.04750458399041693,0.011703993782542324,0.08087038200582258,0.054217947080641996,../results/bigbench/hotpotqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr5e-5_r3/models__llama-3b__hotpotqa__dora_trAll_lora_r3_lr5e-5/results_2026-02-19T04-18-38.308402.json,1771467212.6016314,307.98594062402844
models/gemma-12b/hotpotqa/dora_trAll_lora_r8_lr1e-2,,dora,8,1e-2,trAll,0.3379839439181993,0.15170278637770898,0.42857142857142855,0.4789473684210526,0.5686274509803921,0.22,0.24271844660194175,0.19666666666666666,0.48717948717948717,0.26744186046511625,0.019991384090033457,0.05957554687344993,0.036337395047733305,0.040171529668012226,0.059178043363451366,0.04245022486384496,0.010266264659194583,0.08108404256841999,0.048009400027626145,../results/bigbench/hotpotqa/google_gemma-3-12b-it_dora_trAll_lr1e-2_r8/models__gemma-12b__hotpotqa__dora_trAll_lora_r8_lr1e-2/results_2026-02-21T00-42-19.589565.json,1771626908.2337356,433.6179776038043
models/llama-3b/hotpotqa/dora_trAll_lora_r8_lr1e-2,,dora,8,1e-2,trAll,0.2994157237284203,0.13622291021671826,0.42857142857142855,0.5105263157894737,0.5032679738562091,0.18,0.2524271844660194,0.204,0.28205128205128205,0.19767441860465115,0.019116042249105448,0.05957554687344993,0.03636158772354764,0.04055448903918581,0.054883922035138706,0.04301250399690879,0.01040808430079915,0.07299934324587597,0.04319575725815514,../results/bigbench/hotpotqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr1e-2_r8/models__llama-3b__hotpotqa__dora_trAll_lora_r8_lr1e-2/results_2026-02-20T08-50-52.414605.json,1771569956.1090837,298.5408288636245
models/gemma-12b/hotpotqa/dora_trAll_lora_r8_lr1e-3,,dora,8,1e-3,trAll,0.328901114116312,0.15479876160990713,0.42857142857142855,0.5052631578947369,0.5686274509803921,0.2,0.30097087378640774,0.25,0.3076923076923077,0.2441860465116279,0.020157462823895463,0.05957554687344993,0.0363676333778788,0.040171529668012226,0.05714285714285715,0.045416094465039504,0.01118406853188725,0.07487142513727502,0.04659704878317674,../results/bigbench/hotpotqa/google_gemma-3-12b-it_dora_trAll_lr1e-3_r8/models__gemma-12b__hotpotqa__dora_trAll_lora_r8_lr1e-3/results_2026-02-19T22-41-48.507138.json,1771533273.9329963,436.8519168179482
models/llama-3b/hotpotqa/dora_trAll_lora_r8_lr1e-3,,dora,8,1e-3,trAll,0.372923299832777,0.17647058823529413,0.42857142857142855,0.5263157894736842,0.6274509803921569,0.28,0.36893203883495146,0.25,0.38461538461538464,0.313953488372093,0.02124456230925339,0.05957554687344993,0.03631923996538706,0.0392156862745098,0.06414269805898185,0.0477761518115674,0.01118406853188725,0.07892141169885801,0.050338465646658795,../results/bigbench/hotpotqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr1e-3_r8/models__llama-3b__hotpotqa__dora_trAll_lora_r8_lr1e-3/results_2026-02-19T22-05-45.422632.json,1771531241.344427,306.3568123122677
models/gemma-12b/hotpotqa/dora_trAll_lora_r8_lr1e-4,,dora,8,1e-4,trAll,0.6405295737836807,0.3993808049535604,0.42857142857142855,0.6421052631578947,0.8235294117647058,0.6,0.7475728155339806,0.37733333333333335,0.8974358974358975,0.8488372093023255,0.02729387900279612,0.05957554687344993,0.03486983309720008,0.03092102841399099,0.06998542122237651,0.04301250399690879,0.01251957477023658,0.04921614717627657,0.03885305672071534,../results/bigbench/hotpotqa/google_gemma-3-12b-it_dora_trAll_lr1e-4_r8/models__gemma-12b__hotpotqa__dora_trAll_lora_r8_lr1e-4/results_2026-02-18T20-03-29.738914.json,1771437375.9482007,436.0545844458975
models/llama-3b/hotpotqa/dora_trAll_lora_r8_lr1e-4,,dora,8,1e-4,trAll,0.49980792491178,0.22910216718266255,0.42857142857142855,0.5368421052631579,0.7712418300653595,0.48,0.6601941747572816,0.29333333333333333,0.5641025641025641,0.5348837209302325,0.023419902096457845,0.05957554687344993,0.03627078198521412,0.034069189432257084,0.0713714056959817,0.046897659372781356,0.011759455023408085,0.08044135838502686,0.05410046493374881,../results/bigbench/hotpotqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr1e-4_r8/models__llama-3b__hotpotqa__dora_trAll_lora_r8_lr1e-4/results_2026-02-19T11-01-07.444527.json,1771491364.8363547,304.8511656341143
models/gemma-12b/hotpotqa/dora_trAll_lora_r8_lr1e-5,,dora,8,1e-5,trAll,0.6177199215238646,0.2724458204334365,0.42857142857142855,0.6105263157894737,0.8366013071895425,0.58,0.7864077669902912,0.31266666666666665,0.8717948717948718,0.8604651162790697,0.024811030866861632,0.05957554687344993,0.035469931637371645,0.029988984819681277,0.07050835816716038,0.04058042015646035,0.01197357057897746,0.05423355275954148,0.037583616572355615,../results/bigbench/hotpotqa/google_gemma-3-12b-it_dora_trAll_lr1e-5_r8/models__gemma-12b__hotpotqa__dora_trAll_lora_r8_lr1e-5/results_2026-02-17T17-11-57.975945.json,1771340683.5212574,436.73122260766104
models/llama-3b/hotpotqa/dora_trAll_lora_r8_lr1e-5,,dora,8,1e-5,trAll,0.4688740751850009,0.20743034055727555,0.42857142857142855,0.5157894736842106,0.7647058823529411,0.46,0.6796116504854369,0.286,0.4358974358974359,0.4418604651162791,0.022595758573413196,0.05957554687344993,0.0363515093986434,0.034405744227388346,0.07119963311072636,0.04620284082280041,0.011671624474707267,0.08044135838502686,0.05386473193904115,../results/bigbench/hotpotqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr1e-5_r8/models__llama-3b__hotpotqa__dora_trAll_lora_r8_lr1e-5/results_2026-02-18T23-51-06.299874.json,1771451166.782188,301.77332693105564
models/gemma-12b/hotpotqa/dora_trAll_lora_r8_lr5e-3,,dora,8,5e-3,trAll,0.34213468806317143,0.15479876160990713,0.42857142857142855,0.4789473684210526,0.5751633986928104,0.24,0.23300970873786409,0.198,0.41025641025641024,0.36046511627906974,0.020157462823895463,0.05957554687344993,0.036337395047733305,0.04009449885951557,0.0610118757258932,0.041858325989283136,0.010292454667476303,0.07979349797082042,0.05207799763759181,../results/bigbench/hotpotqa/google_gemma-3-12b-it_dora_trAll_lr5e-3_r8/models__gemma-12b__hotpotqa__dora_trAll_lora_r8_lr5e-3/results_2026-02-20T11-48-34.826281.json,1771580484.753504,432.362196743954
models/llama-3b/hotpotqa/dora_trAll_lora_r8_lr5e-3,,dora,8,5e-3,trAll,0.34001556544200917,0.15170278637770898,0.42857142857142855,0.4789473684210526,0.5032679738562091,0.22,0.2621359223300971,0.20066666666666666,0.38461538461538464,0.43023255813953487,0.019991384090033457,0.05957554687344993,0.036337395047733305,0.04055448903918581,0.059178043363451366,0.04354631077260595,0.010344291821381215,0.07892141169885801,0.05370206525289722,../results/bigbench/hotpotqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr5e-3_r8/models__llama-3b__hotpotqa__dora_trAll_lora_r8_lr5e-3/results_2026-02-20T03-31-32.338392.json,1771550790.603898,303.990862084087
models/gemma-12b/hotpotqa/dora_trAll_lora_r8_lr5e-4,,dora,8,5e-4,trAll,0.4935101139609343,0.2476780185758514,0.42857142857142855,0.6,0.7516339869281046,0.36,0.6601941747572816,0.3526666666666667,0.5641025641025641,0.47674418604651164,0.024055681892974867,0.05957554687344993,0.035634832254989916,0.035045115342364735,0.06857142857142857,0.046897659372781356,0.012340858578433454,0.08044135838502686,0.054173921131781475,../results/bigbench/hotpotqa/google_gemma-3-12b-it_dora_trAll_lr5e-4_r8/models__gemma-12b__hotpotqa__dora_trAll_lora_r8_lr5e-4/results_2026-02-19T09-25-56.808356.json,1771485523.0951517,435.9790193089284
models/llama-3b/hotpotqa/dora_trAll_lora_r8_lr5e-4,,dora,8,5e-4,trAll,0.4606626551201585,0.15170278637770898,0.42857142857142855,0.5368421052631579,0.738562091503268,0.52,0.5922330097087378,0.2886666666666667,0.4358974358974359,0.45348837209302323,0.019991384090033457,0.05957554687344993,0.03627078198521412,0.03564150157965489,0.0713714056959817,0.048657775704107696,0.011703993782542324,0.08044135838502686,0.053997458379123835,../results/bigbench/hotpotqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr5e-4_r8/models__llama-3b__hotpotqa__dora_trAll_lora_r8_lr5e-4/results_2026-02-19T16-34-21.974851.json,1771511359.036497,305.1925914809108
