block,task,condition,seed,run_id,source_revision,validation_sha256,fixed_optimizer_step,optimizer_step,cumulative_train_examples,checkpoint_sha256,averaging_window_start_step,averaging_window_end_step,split,metric_name,metric_value
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,284,9088,e61beb432d16f3b14cf3f1f37a04d1eb1f7b82292cb9098f19960cbc5c007724,257,284,train,gradient_norm_before_clipping_window_mean,1.1456548965403013
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,384,12288,9a211916168755369e46aa840abe0c147bfa2eacad486e020cba7626cb9cb9db,285,384,train,task_loss_window_mean,0.5476114558428526
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,384,12288,9a211916168755369e46aa840abe0c147bfa2eacad486e020cba7626cb9cb9db,285,384,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,384,12288,9a211916168755369e46aa840abe0c147bfa2eacad486e020cba7626cb9cb9db,285,384,train,total_objective_window_mean,0.5476114558428526
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,384,12288,9a211916168755369e46aa840abe0c147bfa2eacad486e020cba7626cb9cb9db,285,384,train,gradient_norm_before_clipping_window_mean,1.0460719653964043
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,512,16384,31a69a06f531aec60fb2aac205371dff08938e7f98b01d8cd0f674cf4c154e9c,385,512,train,task_loss_window_mean,0.47101760520308744
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,512,16384,31a69a06f531aec60fb2aac205371dff08938e7f98b01d8cd0f674cf4c154e9c,385,512,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,512,16384,31a69a06f531aec60fb2aac205371dff08938e7f98b01d8cd0f674cf4c154e9c,385,512,train,total_objective_window_mean,0.47101760520308744
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,512,16384,31a69a06f531aec60fb2aac205371dff08938e7f98b01d8cd0f674cf4c154e9c,385,512,train,gradient_norm_before_clipping_window_mean,0.9974496143404394
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,567,18144,85fe07bd0c2c3aaa56e3dcf1815fec2ddea554478efd24d7e40c673a59649e5f,513,567,train,task_loss_window_mean,0.41057567064735023
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,567,18144,85fe07bd0c2c3aaa56e3dcf1815fec2ddea554478efd24d7e40c673a59649e5f,513,567,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,567,18144,85fe07bd0c2c3aaa56e3dcf1815fec2ddea554478efd24d7e40c673a59649e5f,513,567,train,total_objective_window_mean,0.41057567064735023
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,567,18144,85fe07bd0c2c3aaa56e3dcf1815fec2ddea554478efd24d7e40c673a59649e5f,513,567,train,gradient_norm_before_clipping_window_mean,0.8459448651833967
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,640,20480,,568,640,train,task_loss_window_mean,0.38044888267217025
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,640,20480,,568,640,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,640,20480,,568,640,train,total_objective_window_mean,0.38044888267217025
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,640,20480,,568,640,train,gradient_norm_before_clipping_window_mean,0.7941691785642545
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,768,24576,,641,768,train,task_loss_window_mean,0.35915557606494986
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,768,24576,,641,768,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,768,24576,,641,768,train,total_objective_window_mean,0.35915557606494986
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,768,24576,,641,768,train,gradient_norm_before_clipping_window_mean,1.0173871382139623
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,896,28672,,769,896,train,task_loss_window_mean,0.3193389766274777
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,896,28672,,769,896,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,896,28672,,769,896,train,total_objective_window_mean,0.3193389766274777
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,896,28672,,769,896,train,gradient_norm_before_clipping_window_mean,0.9181766749825329
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1024,32768,0740f0b2f67a10edfb6a71c043747a6f11e57ea36f30bfddb73c180162dd4861,897,1024,train,task_loss_window_mean,0.2659094869159162
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1024,32768,0740f0b2f67a10edfb6a71c043747a6f11e57ea36f30bfddb73c180162dd4861,897,1024,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1024,32768,0740f0b2f67a10edfb6a71c043747a6f11e57ea36f30bfddb73c180162dd4861,897,1024,train,total_objective_window_mean,0.2659094869159162
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1024,32768,0740f0b2f67a10edfb6a71c043747a6f11e57ea36f30bfddb73c180162dd4861,897,1024,train,gradient_norm_before_clipping_window_mean,0.7588386827846989
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1152,36864,cbb80d0baf37272ce12775a5285da6f1603fc0de945806706b8b32f1aa89d098,1025,1152,train,task_loss_window_mean,0.24045644568832358
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1152,36864,cbb80d0baf37272ce12775a5285da6f1603fc0de945806706b8b32f1aa89d098,1025,1152,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1152,36864,cbb80d0baf37272ce12775a5285da6f1603fc0de945806706b8b32f1aa89d098,1025,1152,train,total_objective_window_mean,0.24045644568832358
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1152,36864,cbb80d0baf37272ce12775a5285da6f1603fc0de945806706b8b32f1aa89d098,1025,1152,train,gradient_norm_before_clipping_window_mean,0.8190420496976003
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1280,40960,,1153,1280,train,task_loss_window_mean,0.23331802379107103
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1280,40960,,1153,1280,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1280,40960,,1153,1280,train,total_objective_window_mean,0.23331802379107103
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1280,40960,,1153,1280,train,gradient_norm_before_clipping_window_mean,0.8368193623609841
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1408,45056,,1281,1408,train,task_loss_window_mean,0.18595850706788042
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1408,45056,,1281,1408,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1408,45056,,1281,1408,train,total_objective_window_mean,0.18595850706788042
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1408,45056,,1281,1408,train,gradient_norm_before_clipping_window_mean,0.7408143983921036
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1418,45376,669fca7be2d661cd2a41e4a1fb22a2e109d402d8c55fdd120b7ea038532e87e2,1409,1418,train,task_loss_window_mean,0.1458938588388264
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1418,45376,669fca7be2d661cd2a41e4a1fb22a2e109d402d8c55fdd120b7ea038532e87e2,1409,1418,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1418,45376,669fca7be2d661cd2a41e4a1fb22a2e109d402d8c55fdd120b7ea038532e87e2,1409,1418,train,total_objective_window_mean,0.1458938588388264
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1418,45376,669fca7be2d661cd2a41e4a1fb22a2e109d402d8c55fdd120b7ea038532e87e2,1409,1418,train,gradient_norm_before_clipping_window_mean,0.6297286421060562
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1536,49152,,1419,1536,train,task_loss_window_mean,0.17022604519655232
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1536,49152,,1419,1536,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1536,49152,,1419,1536,train,total_objective_window_mean,0.17022604519655232
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1536,49152,,1419,1536,train,gradient_norm_before_clipping_window_mean,0.7092172509785426
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1664,53248,,1537,1664,train,task_loss_window_mean,0.17125983426853963
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1664,53248,,1537,1664,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1664,53248,,1537,1664,train,total_objective_window_mean,0.17125983426853963
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1664,53248,,1537,1664,train,gradient_norm_before_clipping_window_mean,0.7190034710802138
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1792,57344,,1665,1792,train,task_loss_window_mean,0.14512191992253065
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1792,57344,,1665,1792,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1792,57344,,1665,1792,train,total_objective_window_mean,0.14512191992253065
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1792,57344,,1665,1792,train,gradient_norm_before_clipping_window_mean,0.5924403293756768
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1920,61440,,1793,1920,train,task_loss_window_mean,0.15041149082730954
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1920,61440,,1793,1920,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1920,61440,,1793,1920,train,total_objective_window_mean,0.15041149082730954
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,1920,61440,,1793,1920,train,gradient_norm_before_clipping_window_mean,0.6582247961778194
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,2048,65536,,1921,2048,train,task_loss_window_mean,0.12916274804456407
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,2048,65536,,1921,2048,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_LEAD_DIAG,17,20260916T061115Z_cef6abeb647a,aca733a071e3210d795f661004ada8e64a7c6b8b,8e079a77dd87ef509be3e13d44bfe78222d2fce6850e23c7e9ba9b675c62b773,5670,2048,65536,,1921,2048,train,total_objective_window_mean,0.12916274804456407
