model_path,base_model,peft_method,rank,learning_rate,trainable_modules,mean_accuracy,acc_analogical_similarity,acc_analytic_entailment,acc_causal_judgment,acc_cause_and_effect,acc_common_morpheme,acc_conceptual_combinations,acc_logical_deduction,acc_logical_sequence,acc_odd_one_out,stderr_analogical_similarity,stderr_analytic_entailment,stderr_causal_judgment,stderr_cause_and_effect,stderr_common_morpheme,stderr_conceptual_combinations,stderr_logical_deduction,stderr_logical_sequence,stderr_odd_one_out,results_file,eval_date,eval_duration_seconds
models/llama-3b/triviaqa/dora_trAll_lora_r3_lr1e-5,,dora,3,1e-5,trAll,0.4759647576937952,0.18885448916408668,0.42857142857142855,0.5473684210526316,0.7843137254901961,0.44,0.6116504854368932,0.2653333333333333,0.5641025641025641,0.45348837209302323,0.02181147847893003,0.05957554687344993,0.036206070458230516,0.03336063957738827,0.07091242083423346,0.04825729337356393,0.011403554902455312,0.08044135838502686,0.053997458379123835,../results/bigbench/triviaqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr1e-5_r3/models__llama-3b__triviaqa__dora_trAll_lora_r3_lr1e-5/results_2026-02-19T02-07-56.206747.json,1771459370.8182113,307.6391146960668
models/gemma-12b/triviaqa/dora_trAll_lora_r3_lr5e-3,,dora,3,5e-3,trAll,0.3491671864180713,0.13622291021671826,0.42857142857142855,0.4789473684210526,0.5555555555555556,0.26,0.24271844660194175,0.2,0.41025641025641024,0.43023255813953487,0.019116042249105448,0.05957554687344993,0.036337395047733305,0.04030423611722288,0.06266203485560373,0.04245022486384496,0.010331399964032522,0.07979349797082042,0.05370206525289722,../results/bigbench/triviaqa/google_gemma-3-12b-it_dora_trAll_lr5e-3_r3/models__gemma-12b__triviaqa__dora_trAll_lora_r3_lr5e-3/results_2026-02-24T20-59-08.070695.json,1771959099.4463844,450.8620004747063
models/llama-3b/triviaqa/dora_trAll_lora_r3_lr5e-3,,dora,3,5e-3,trAll,0.33295680249330933,0.13622291021671826,0.42857142857142855,0.4789473684210526,0.5686274509803921,0.2,0.2621359223300971,0.20266666666666666,0.358974358974359,0.36046511627906974,0.019116042249105448,0.05957554687344993,0.036337395047733305,0.040171529668012226,0.05714285714285715,0.04354631077260595,0.010382700013273828,0.07781756136754922,0.05207799763759181,../results/bigbench/triviaqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr5e-3_r3/models__llama-3b__triviaqa__dora_trAll_lora_r3_lr5e-3/results_2026-02-22T01-31-34.817938.json,1771716385.477255,311.5919211781584
models/gemma-12b/triviaqa/dora_trAll_lora_r3_lr5e-4,,dora,3,5e-4,trAll,0.4229443865767044,0.30030959752321984,0.42857142857142855,0.5631578947368421,0.7058823529411765,0.32,0.5728155339805825,0.2753333333333333,0.38461538461538464,0.2558139534883721,0.025545218898401945,0.05957554687344993,0.036078330444807294,0.03695769779044372,0.06663945022680343,0.04897957737781172,0.011537128302957883,0.07892141169885801,0.04732530409945752,../results/bigbench/triviaqa/google_gemma-3-12b-it_dora_trAll_lr5e-4_r3/models__gemma-12b__triviaqa__dora_trAll_lora_r3_lr5e-4/results_2026-02-22T16-44-11.366884.json,1771771000.5122378,453.1269921339117
models/llama-3b/triviaqa/dora_trAll_lora_r3_lr5e-4,,dora,3,5e-4,trAll,0.41005196922678916,0.22910216718266255,0.42857142857142855,0.5526315789473685,0.6928104575163399,0.42,0.44660194174757284,0.24066666666666667,0.4358974358974359,0.2441860465116279,0.023419902096457845,0.05957554687344993,0.03616759320717246,0.037418694971506634,0.07050835816716038,0.04922424153458936,0.011041380780553472,0.08044135838502686,0.04659704878317674,../results/bigbench/triviaqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr5e-4_r3/models__llama-3b__triviaqa__dora_trAll_lora_r3_lr5e-4/results_2026-02-20T20-54-34.697772.json,1771613360.5514536,316.3952689683065
models/gemma-12b/triviaqa/dora_trAll_lora_r3_lr5e-5,,dora,3,5e-5,trAll,0.6262256738705102,0.3126934984520124,0.42857142857142855,0.5578947368421052,0.8496732026143791,0.64,0.7961165048543689,0.36533333333333334,0.8717948717948718,0.813953488372093,0.025834895900787264,0.05957554687344993,0.03612501803855088,0.028988274781797944,0.06857142857142857,0.0398913985953177,0.012437029886627267,0.05423355275954148,0.04220861455688512,../results/bigbench/triviaqa/google_gemma-3-12b-it_dora_trAll_lr5e-5_r3/models__gemma-12b__triviaqa__dora_trAll_lora_r3_lr5e-5/results_2026-02-20T12-23-54.738456.json,1771582584.1622312,452.8212702050805
models/llama-3b/triviaqa/dora_trAll_lora_r3_lr5e-5,,dora,3,5e-5,trAll,0.44826882507123045,0.19504643962848298,0.42857142857142855,0.5421052631578948,0.8300653594771242,0.36,0.6504854368932039,0.26666666666666666,0.4358974358974359,0.32558139534883723,0.02208139418143866,0.05957554687344993,0.03624046284425961,0.030463185123198167,0.06857142857142857,0.04721188506097175,0.011421792413262384,0.08044135838502686,0.05082590242265215,../results/bigbench/triviaqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr5e-5_r3/models__llama-3b__triviaqa__dora_trAll_lora_r3_lr5e-5/results_2026-02-19T16-21-26.390627.json,1771510583.8569727,304.7916797352955
models/gemma-12b/triviaqa/dora_trAll_lora_r8_lr1e-2,,dora,8,1e-2,trAll,0.3361125221384326,0.13622291021671826,0.42857142857142855,0.4789473684210526,0.6143790849673203,0.26,0.22330097087378642,0.19933333333333333,0.23076923076923078,0.45348837209302323,0.019116042249105448,0.05957554687344993,0.036337395047733305,0.03947996034982733,0.06266203485560373,0.041235531898914324,0.010318463265419433,0.06834794743374142,0.053997458379123835,../results/bigbench/triviaqa/google_gemma-3-12b-it_dora_trAll_lr1e-2_r8/models__gemma-12b__triviaqa__dora_trAll_lora_r8_lr1e-2/results_2026-02-26T04-00-43.456202.json,1772070813.3721929,432.33980527706444
models/llama-3b/triviaqa/dora_trAll_lora_r8_lr1e-2,,dora,8,1e-2,trAll,0.32725905781985226,0.15170278637770898,0.42857142857142855,0.4789473684210526,0.5294117647058824,0.24,0.24271844660194175,0.19866666666666666,0.38461538461538464,0.29069767441860467,0.019991384090033457,0.05957554687344993,0.036337395047733305,0.040485129506569725,0.0610118757258932,0.04245022486384496,0.010305481556671254,0.07892141169885801,0.049252355752105854,../results/bigbench/triviaqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr1e-2_r8/models__llama-3b__triviaqa__dora_trAll_lora_r8_lr1e-2/results_2026-02-22T18-18-56.525565.json,1771776834.3411396,304.43867792887613
models/gemma-12b/triviaqa/dora_trAll_lora_r8_lr1e-3,,dora,8,1e-3,trAll,0.3101375456793446,0.14551083591331268,0.42857142857142855,0.5368421052631579,0.5359477124183006,0.26,0.27184466019417475,0.20733333333333334,0.23076923076923078,0.1744186046511628,0.01965047314597352,0.05957554687344993,0.03627078198521412,0.040450405141739476,0.06266203485560373,0.04405268024140923,0.010470780278529499,0.06834794743374142,0.04115919667121856,../results/bigbench/triviaqa/google_gemma-3-12b-it_dora_trAll_lr1e-3_r8/models__gemma-12b__triviaqa__dora_trAll_lora_r8_lr1e-3/results_2026-02-24T00-01-16.461824.json,1771883645.6386611,433.10056211519986
models/llama-3b/triviaqa/dora_trAll_lora_r8_lr1e-3,,dora,8,1e-3,trAll,0.34044954773332403,0.16408668730650156,0.42857142857142855,0.531578947368421,0.6274509803921569,0.32,0.21359223300970873,0.20333333333333334,0.4358974358974359,0.13953488372093023,0.02063903362994227,0.05957554687344993,0.036297038088316094,0.0392156862745098,0.06663945022680343,0.04058042015646035,0.01039541416601801,0.08044135838502686,0.037583616572355615,../results/bigbench/triviaqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr1e-3_r8/models__llama-3b__triviaqa__dora_trAll_lora_r8_lr1e-3/results_2026-02-21T14-08-30.807020.json,1771675398.9306388,314.10723697580397
models/gemma-12b/triviaqa/dora_trAll_lora_r8_lr1e-4,,dora,8,1e-4,trAll,0.6228743891946039,0.3219814241486068,0.42857142857142855,0.5631578947368421,0.8496732026143791,0.72,0.7766990291262136,0.3253333333333333,0.7948717948717948,0.8255813953488372,0.026038038744338687,0.05957554687344993,0.036078330444807294,0.028988274781797944,0.06414269805898185,0.041235531898914324,0.012100633065426499,0.06550424345215437,0.041159196671218555,../results/bigbench/triviaqa/google_gemma-3-12b-it_dora_trAll_lr1e-4_r8/models__gemma-12b__triviaqa__dora_trAll_lora_r8_lr1e-4/results_2026-02-21T19-50-02.676340.json,1771695766.9089189,438.02635773969814
models/llama-3b/triviaqa/dora_trAll_lora_r8_lr1e-4,,dora,8,1e-4,trAll,0.4681125775212773,0.1826625386996904,0.42857142857142855,0.5421052631578948,0.8169934640522876,0.46,0.5825242718446602,0.306,0.48717948717948717,0.4069767441860465,0.02153265147805506,0.05957554687344993,0.03624046284425961,0.031363231043705656,0.07119963311072636,0.04882840548212234,0.011902539517457738,0.08108404256841999,0.05328576389483535,../results/bigbench/triviaqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr1e-4_r8/models__llama-3b__triviaqa__dora_trAll_lora_r8_lr1e-4/results_2026-02-20T09-28-17.411330.json,1771572195.1750712,304.50553713180125
models/gemma-12b/triviaqa/dora_trAll_lora_r8_lr1e-5,,dora,8,1e-5,trAll,0.6129144828743525,0.30959752321981426,0.42857142857142855,0.6105263157894737,0.8300653594771242,0.6,0.7669902912621359,0.322,0.8461538461538461,0.8023255813953488,0.025764515105490098,0.05957554687344993,0.035469931637371645,0.030463185123198167,0.06998542122237651,0.041858325989283136,0.01206818520170736,0.05852968540405247,0.04319575725815514,../results/bigbench/triviaqa/google_gemma-3-12b-it_dora_trAll_lr1e-5_r8/models__gemma-12b__triviaqa__dora_trAll_lora_r8_lr1e-5/results_2026-02-19T15-27-00.910603.json,1771507188.489665,434.67809113208205
models/llama-3b/triviaqa/dora_trAll_lora_r8_lr1e-5,,dora,8,1e-5,trAll,0.45631408888304736,0.2043343653250774,0.42857142857142855,0.5631578947368421,0.7581699346405228,0.38,0.5922330097087378,0.2653333333333333,0.46153846153846156,0.45348837209302323,0.022470258636825335,0.05957554687344993,0.036078330444807294,0.03473094752671374,0.06934092056863769,0.048657775704107696,0.011403554902455312,0.08087038200582258,0.053997458379123835,../results/bigbench/triviaqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr1e-5_r8/models__llama-3b__triviaqa__dora_trAll_lora_r8_lr1e-5/results_2026-02-19T04-56-21.736147.json,1771469478.865526,305.13771412707865
models/gemma-12b/triviaqa/dora_trAll_lora_r8_lr5e-3,,dora,8,5e-3,trAll,0.3476247609952973,0.11764705882352941,0.42857142857142855,0.4789473684210526,0.5490196078431373,0.24,0.27184466019417475,0.19733333333333333,0.46153846153846156,0.38372093023255816,0.01795493222551058,0.05957554687344993,0.036337395047733305,0.040359981975286216,0.0610118757258932,0.04405268024140923,0.0102793824260653,0.08087038200582258,0.05274569153679126,../results/bigbench/triviaqa/google_gemma-3-12b-it_dora_trAll_lr5e-3_r8/models__gemma-12b__triviaqa__dora_trAll_lora_r8_lr5e-3/results_2026-02-25T02-10-41.433312.json,1771977810.6948497,433.00287066213787
models/llama-3b/triviaqa/dora_trAll_lora_r8_lr5e-3,,dora,8,5e-3,trAll,0.35308417487603966,0.13622291021671826,0.42857142857142855,0.4789473684210526,0.5555555555555556,0.26,0.2621359223300971,0.19466666666666665,0.5128205128205128,0.3488372093023256,0.019116042249105448,0.05957554687344993,0.036337395047733305,0.04030423611722288,0.06266203485560373,0.04354631077260595,0.010226636450911077,0.08108404256841999,0.05169478420708943,../results/bigbench/triviaqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr5e-3_r8/models__llama-3b__triviaqa__dora_trAll_lora_r8_lr5e-3/results_2026-02-22T04-17-37.494368.json,1771726355.5685453,304.169263437856
models/gemma-12b/triviaqa/dora_trAll_lora_r8_lr5e-4,,dora,8,5e-4,trAll,0.4448475000893285,0.23839009287925697,0.42857142857142855,0.5578947368421052,0.7124183006535948,0.42,0.5242718446601942,0.3233333333333333,0.46153846153846156,0.3372093023255814,0.02374556228538935,0.05957554687344993,0.03612501803855088,0.03671354847681531,0.07050835816716038,0.049449010929737795,0.012081248430316131,0.08087038200582258,0.05127769710698979,../results/bigbench/triviaqa/google_gemma-3-12b-it_dora_trAll_lr5e-4_r8/models__gemma-12b__triviaqa__dora_trAll_lora_r8_lr5e-4/results_2026-02-22T21-59-02.955475.json,1771789902.1437795,443.0844644960016
models/llama-3b/triviaqa/dora_trAll_lora_r8_lr5e-4,,dora,8,5e-4,trAll,0.41673038164365217,0.15170278637770898,0.42857142857142855,0.5105263157894737,0.7124183006535948,0.6,0.4854368932038835,0.268,0.38461538461538464,0.20930232558139536,0.019991384090033457,0.05957554687344993,0.03636158772354764,0.03671354847681531,0.06998542122237651,0.049486373240266356,0.011439897180409107,0.07892141169885801,0.04412480456048901,../results/bigbench/triviaqa/meta-llama_Llama-3.2-3B-Instruct_dora_trAll_lr5e-4_r8/models__llama-3b__triviaqa__dora_trAll_lora_r8_lr5e-4/results_2026-02-20T23-43-39.081020.json,1771623516.4546022,304.87877370323986
