source_file,adapter_type,lr,rank,svals,svecs,tr_from_name,tr_actual,accuracy,negative_shift_count,negative_shift_score,positive_shift_count,positive_shift_score,raw_adapter_name
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,1e-4,3.0,,,,11323,0.8199505431422767,837,823.7,94,84.60000000000005,dora_trAll_lora_r3_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,1e-4,8.0,,,,11323,0.8459330566104389,834,820.6,96,86.40000000000002,dora_trAll_lora_r8_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,1e-5,16.0,,,,11323,0.1517177426477082,294,283.5,32,28.8,dora_trAll_lora_r16_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,1e-5,1.0,,,,11323,0.15232712178751215,331,317.3,32,28.8,dora_trAll_lora_r1_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,1e-5,32.0,,,,11323,0.15289234301863464,306,293.8,34,30.599999999999998,dora_trAll_lora_r32_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,1e-5,3.0,,,,11323,0.15309546939856927,305,293.70000000000005,38,34.199999999999996,dora_trAll_lora_r3_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,1e-5,8.0,,,,11323,0.15253024816744679,304,292.1,37,33.3,dora_trAll_lora_r8_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,5e-3,16.0,,,,11323,0.0076569813653625364,2133,2107.9,0,0.0,dora_trAll_lora_r16_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,5e-3,1.0,,,,11323,0.002234390179281109,2261,2233.4,0,0.0,dora_trAll_lora_r1_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,5e-3,32.0,,,,11323,0.0039035591274397246,2212,2184.4,0,0.0,dora_trAll_lora_r32_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,5e-3,3.0,,,,11323,0.016144131413936235,2005,1986.9,0,0.0,dora_trAll_lora_r3_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,5e-3,8.0,,,,11323,0.0062880861962377466,2162,2135.5,0,0.0,dora_trAll_lora_r8_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,5e-4,16.0,,,,11323,0.9953899143336571,953,938.6,106,95.40000000000003,dora_trAll_lora_r16_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,5e-4,1.0,,,,11323,0.9539874591539345,1081,1064.2,76,68.40000000000003,dora_trAll_lora_r1_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,5e-4,32.0,,,,11323,0.9956725249492184,939,925.6,99,89.10000000000004,dora_trAll_lora_r32_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,5e-4,3.0,,,,11323,0.9898701757484765,1050,1035.9,81,72.90000000000002,dora_trAll_lora_r3_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,5e-4,8.0,,,,11323,0.9940121875827962,997,982.5,94,84.60000000000005,dora_trAll_lora_r8_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,5e-5,16.0,,,,11323,0.6063057493597103,858,844.6000000000001,74,66.60000000000002,dora_trAll_lora_r16_lr5e-5
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,5e-5,1.0,,,,11323,0.5010156318996732,830,815.9000000000001,71,63.9,dora_trAll_lora_r1_lr5e-5
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,5e-5,32.0,,,,11323,0.608098560452177,888,873.9000000000001,77,69.30000000000004,dora_trAll_lora_r32_lr5e-5
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,5e-5,3.0,,,,11323,0.5653890311754836,894,879.5,73,65.70000000000002,dora_trAll_lora_r3_lr5e-5
meta-llama_Llama-3.2-3B-Instruct_scores-dora.jsonl,dora,5e-5,8.0,,,,11323,0.5971209043539698,848,835.4000000000001,71,63.9,dora_trAll_lora_r8_lr5e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-3,16.0,,,,11323,0.9977479466572463,1387,1370.9,83,74.70000000000003,lora_trAll_lora_r16_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-3,1.0,,,,11323,0.8664841473107834,1259,1241.9,64,57.60000000000001,lora_trAll_lora_r1_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-3,32.0,,,,11323,0.9969531043009803,1367,1350.3,78,70.20000000000005,lora_trAll_lora_r32_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-3,3.0,,,,11323,0.9936235979863993,1352,1334.9,82,73.80000000000003,lora_trAll_lora_r3_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-3,64.0,,,,11323,0.9972622096617504,1370,1353.3000000000002,82,73.80000000000003,lora_trAll_lora_r64_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-3,8.0,,,,11323,0.9967323147575731,1408,1391.6000000000001,79,71.10000000000005,lora_trAll_lora_r8_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-4,16.0,,,,11323,0.8523889428596662,832,817.9,91,81.90000000000003,lora_trAll_lora_r16_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-4,1.0,,,,11323,0.714607436191822,898,884.8000000000001,87,78.30000000000005,lora_trAll_lora_r1_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-4,32.0,,,,11323,0.8503841738055286,829,815.8,87,78.30000000000005,lora_trAll_lora_r32_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-4,3.0,,,,11323,0.8211604698401483,850,837.8000000000001,92,82.80000000000004,lora_trAll_lora_r3_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-4,64.0,,,,11323,0.859719155700786,839,823.7,92,82.80000000000004,lora_trAll_lora_r64_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-4,8.0,,,,11323,0.852936500927316,853,839.8,100,90.00000000000004,lora_trAll_lora_r8_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-5,16.0,,,,11323,0.1473902675969266,276,265.80000000000007,40,36.0,lora_trAll_lora_r16_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-5,1.0,,,,11323,0.15841208160381526,346,333.1,39,35.099999999999994,lora_trAll_lora_r1_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-5,32.0,,,,11323,0.14886514174688686,285,273.3,37,33.3,lora_trAll_lora_r32_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-5,3.0,,,,11323,0.15118784774353086,313,300.9,30,26.999999999999993,lora_trAll_lora_r3_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-5,64.0,,,,11323,0.14822043628013776,287,275.90000000000003,36,32.4,lora_trAll_lora_r64_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,1e-5,8.0,,,,11323,0.15013688951691248,296,284.20000000000005,28,25.199999999999996,lora_trAll_lora_r8_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-3,16.0,,,,11323,0.00017663163472577938,2295,2275.6000000000004,0,0.0,lora_trAll_lora_r16_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-3,1.0,,,,11323,0.0032500220789543404,2244,2216.1,0,0.0,lora_trAll_lora_r1_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-3,32.0,,,,11323,0.0029850746268656712,2222,2194.6000000000004,0,0.0,lora_trAll_lora_r32_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-3,3.0,,,,11323,0.00479554888280491,2191,2162.2,0,0.0,lora_trAll_lora_r3_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-3,64.0,,,,11323,0.0035149695310430096,2236,2208.0,0,0.0,lora_trAll_lora_r64_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-3,8.0,,,,11323,0.005625717566016074,2170,2141.4,0,0.0,lora_trAll_lora_r8_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-4,16.0,,,,11323,0.9943301245253025,955,941.9000000000001,101,90.90000000000005,lora_trAll_lora_r16_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-4,1.0,,,,11323,0.9424092554976596,1082,1066.6,75,67.50000000000003,lora_trAll_lora_r1_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-4,32.0,,,,11323,0.9939503665106421,906,892.2,92,82.80000000000004,lora_trAll_lora_r32_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-4,3.0,,,,11323,0.9894639229886073,1044,1028.6,83,74.70000000000003,lora_trAll_lora_r3_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-4,64.0,,,,11323,0.995328093261503,886,871.5,109,98.10000000000005,lora_trAll_lora_r64_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-4,8.0,,,,11323,0.9926256292501987,986,971.8,99,89.10000000000004,lora_trAll_lora_r8_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-5,16.0,,,,11323,0.5934822926786187,872,857.7,72,64.80000000000001,lora_trAll_lora_r16_lr5e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-5,1.0,,,,11323,0.5225646913362183,899,883.7,66,59.400000000000006,lora_trAll_lora_r1_lr5e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-5,32.0,,,,11323,0.6039477170361212,881,866.2,78,70.20000000000005,lora_trAll_lora_r32_lr5e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-5,3.0,,,,11323,0.5763931820188996,891,876.2,69,62.1,lora_trAll_lora_r3_lr5e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-5,64.0,,,,11323,0.6062086019606111,894,879.4000000000001,79,71.10000000000005,lora_trAll_lora_r64_lr5e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-5,8.0,,,,11323,0.5871147222467544,866,852.4000000000001,73,65.70000000000002,lora_trAll_lora_r8_lr5e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-5,,,,,11323,0.4987105890665018,908,892.0,72,64.80000000000001,lora_trAll_sv_svec_lr5e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-6,16.0,,,,11323,0.10918484500574052,203,194.10000000000002,28,25.199999999999996,lora_trAll_lora_r16_lr5e-6
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-6,1.0,,,,11323,0.1107303718095911,230,218.60000000000002,26,23.4,lora_trAll_lora_r1_lr5e-6
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-6,32.0,,,,11323,0.11026229797756779,208,197.00000000000003,28,25.199999999999996,lora_trAll_lora_r32_lr5e-6
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-6,3.0,,,,11323,0.10998851894374283,237,225.60000000000002,22,19.799999999999994,lora_trAll_lora_r3_lr5e-6
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-6,64.0,,,,11323,0.10800141305307781,208,198.10000000000002,21,18.899999999999995,lora_trAll_lora_r64_lr5e-6
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-6,8.0,,,,11323,0.1080897288704407,203,192.90000000000003,23,20.699999999999992,lora_trAll_lora_r8_lr5e-6
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-2,1024.0,1024.0,0.0,,11323,0.8188819217521859,798,784.1000000000001,92,82.80000000000004,uiortholora_trAll_sv1024_svec0_lr1e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-2,1024.0,1024.0,128.0,,11323,0.8197915746710236,783,768.5,91,81.90000000000003,uiortholora_trAll_sv1024_svec128_lr1e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-2,1024.0,1024.0,256.0,,11323,0.8283317142100151,776,761.7,90,81.00000000000003,uiortholora_trAll_sv1024_svec256_lr1e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-2,1024.0,1024.0,512.0,,11323,0.8266272189349114,754,738.6,100,90.00000000000004,uiortholora_trAll_sv1024_svec512_lr1e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-2,1024.0,1024.0,64.0,,11323,0.8142894992493156,791,778.5,89,80.10000000000002,uiortholora_trAll_sv1024_svec64_lr1e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-4,1024.0,1024.0,0.0,,11323,0.06342842003002738,112,106.9,34,30.599999999999998,uiortholora_trAll_sv1024_svec0_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-4,1024.0,1024.0,128.0,,11323,0.0642939150401837,122,116.00000000000001,36,32.4,uiortholora_trAll_sv1024_svec128_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-4,1024.0,1024.0,256.0,,11323,0.0654861785745827,119,113.60000000000002,35,31.499999999999996,uiortholora_trAll_sv1024_svec256_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-4,1024.0,1024.0,512.0,,11323,0.06814448467720569,124,118.60000000000002,34,30.599999999999998,uiortholora_trAll_sv1024_svec512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-4,1024.0,1024.0,64.0,,11323,0.06379934646295152,119,113.60000000000002,37,33.3,uiortholora_trAll_sv1024_svec64_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,1024.0,1024.0,0.0,,11323,0.9576790603197032,947,931.6000000000001,91,81.90000000000003,uiortholora_trAll_sv1024_svec0_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,1024.0,1024.0,128.0,,11323,0.959719155700786,920,906.0,99,89.10000000000004,uiortholora_trAll_sv1024_svec128_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,1024.0,1024.0,256.0,,11323,0.9549236068179809,944,928.8000000000001,83,74.70000000000003,uiortholora_trAll_sv1024_svec256_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,1024.0,1024.0,512.0,,11323,0.9591451028879273,884,870.6000000000001,89,80.10000000000002,uiortholora_trAll_sv1024_svec512_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,2e-2,1024.0,1024.0,64.0,,11323,0.9581647973151991,905,891.6000000000001,89,80.10000000000002,uiortholora_trAll_sv1024_svec64_lr2e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,4e-2,1024.0,1024.0,128.0,,11323,0.9840060054755808,1313,1293.6,72,64.80000000000001,uiortholora_trAll_sv1024_svec128_lr4e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,4e-2,1024.0,1024.0,256.0,,11323,0.9878300803673938,1293,1276.4,79,71.10000000000005,uiortholora_trAll_sv1024_svec256_lr4e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,4e-2,1024.0,1024.0,512.0,,11323,0.9875033118431511,1231,1215.0,85,76.50000000000004,uiortholora_trAll_sv1024_svec512_lr4e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-2,1024.0,1024.0,0.0,,11323,0.9834937737348759,1431,1414.7000000000003,69,62.1,uiortholora_trAll_sv1024_svec0_lr5e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-2,1024.0,1024.0,128.0,,11323,0.9851452795195619,1402,1384.9,56,50.400000000000006,uiortholora_trAll_sv1024_svec128_lr5e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-2,1024.0,1024.0,256.0,,11323,0.9867526273955666,1436,1418.4,73,65.70000000000002,uiortholora_trAll_sv1024_svec256_lr5e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-2,1024.0,1024.0,512.0,,11323,0.9883599752715712,1323,1306.6,78,70.20000000000005,uiortholora_trAll_sv1024_svec512_lr5e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-2,1024.0,1024.0,64.0,,11323,0.9830433630663252,1412,1394.5,66,59.400000000000006,uiortholora_trAll_sv1024_svec64_lr5e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-3,1024.0,1024.0,0.0,,11323,0.46972533780800146,642,627.9000000000001,76,68.40000000000003,uiortholora_trAll_sv1024_svec0_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-3,1024.0,1024.0,128.0,,11323,0.5409608760929082,658,644.3000000000001,79,71.10000000000005,uiortholora_trAll_sv1024_svec128_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-3,1024.0,1024.0,256.0,,11323,0.6284465247725868,673,658.5,85,76.50000000000004,uiortholora_trAll_sv1024_svec256_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-3,1024.0,1024.0,512.0,,11323,0.7094056345491477,616,602.9000000000001,83,74.70000000000003,uiortholora_trAll_sv1024_svec512_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-3,1024.0,1024.0,64.0,,11323,0.4977214519120374,673,657.1000000000001,78,70.20000000000005,uiortholora_trAll_sv1024_svec64_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-4,1024.0,1024.0,0.0,,11323,0.08347611057140335,159,151.70000000000005,27,24.299999999999997,uiortholora_trAll_sv1024_svec0_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-4,1024.0,1024.0,128.0,,11323,0.08813035414642763,156,148.60000000000002,29,26.099999999999994,uiortholora_trAll_sv1024_svec128_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-4,1024.0,1024.0,256.0,,11323,0.0952839353528217,151,143.70000000000005,30,26.999999999999993,uiortholora_trAll_sv1024_svec256_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-4,1024.0,1024.0,512.0,,11323,0.11413936235979864,169,160.70000000000005,36,32.4,uiortholora_trAll_sv1024_svec512_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-4,1024.0,1024.0,64.0,,11323,0.0855162059524861,156,148.60000000000002,29,26.099999999999994,uiortholora_trAll_sv1024_svec64_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,6e-2,1024.0,1024.0,128.0,,11323,0.9807824781418352,1487,1470.5,63,56.699999999999996,uiortholora_trAll_sv1024_svec128_lr6e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,6e-2,1024.0,1024.0,256.0,,11323,0.9828932261768082,1465,1446.8,66,59.400000000000006,uiortholora_trAll_sv1024_svec256_lr6e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,6e-2,1024.0,1024.0,512.0,,11323,0.9882981541994171,1433,1416.2,65,58.50000000000001,uiortholora_trAll_sv1024_svec512_lr6e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,7e-3,1024.0,1024.0,0.0,,11323,0.6584385763490241,790,775.6,83,74.70000000000003,uiortholora_trAll_sv1024_svec0_lr7e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,7e-3,1024.0,1024.0,128.0,,11323,0.6921398922547028,757,741.4,83,74.70000000000003,uiortholora_trAll_sv1024_svec128_lr7e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,7e-3,1024.0,1024.0,256.0,,11323,0.7216638699991168,741,726.6000000000001,79,71.10000000000005,uiortholora_trAll_sv1024_svec256_lr7e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,7e-3,1024.0,1024.0,512.0,,11323,0.7338337896317231,684,670.2,84,75.60000000000004,uiortholora_trAll_sv1024_svec512_lr7e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,7e-3,1024.0,1024.0,64.0,,11323,0.6729135388148018,766,752.8,84,75.60000000000004,uiortholora_trAll_sv1024_svec64_lr7e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,8e-3,1024.0,1024.0,512.0,,11323,,0,0.0,0,0.0,uiortholora_trAll_sv1024_svec512_lr8e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,9e-3,1024.0,1024.0,0.0,,11323,0.7780181930583767,805,791.4000000000001,89,80.10000000000002,uiortholora_trAll_sv1024_svec0_lr9e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,9e-3,1024.0,1024.0,128.0,,11323,0.7865406694338956,779,765.5,91,81.90000000000003,uiortholora_trAll_sv1024_svec128_lr9e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,9e-3,1024.0,1024.0,256.0,,11323,0.7954075774971299,780,766.4000000000001,87,78.30000000000005,uiortholora_trAll_sv1024_svec256_lr9e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,9e-3,1024.0,1024.0,512.0,,11323,0.7928287556301334,708,694.5999999999999,88,79.20000000000002,uiortholora_trAll_sv1024_svec512_lr9e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,9e-3,1024.0,1024.0,64.0,,11323,0.7786628985251258,786,772.3,87,78.30000000000005,uiortholora_trAll_sv1024_svec64_lr9e-3
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,1e-2,1024.0,,,,11323,0.8050604963348936,869,854.0,82,73.80000000000003,vera_trAll_vera_r1024_lr1e-2
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,1e-2,512.0,,,,11323,0.7800936147664047,891,877.0,78,70.20000000000005,vera_trAll_vera_r512_lr1e-2
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,1e-3,1024.0,,,,11323,0.12535547116488563,197,188.5,31,27.89999999999999,vera_trAll_vera_r1024_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,1e-3,512.0,,,,11323,0.12990373575907446,216,206.20000000000002,28,25.199999999999996,vera_trAll_vera_r512_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,1e-4,1024.0,,,,11323,0.06961935882716594,149,142.0,29,26.099999999999994,vera_trAll_vera_r1024_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,1e-4,512.0,,,,11323,0.06982248520710059,150,143.6,31,27.89999999999999,vera_trAll_vera_r512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,1e-5,1024.0,,,,11323,0.03420471606464717,143,135.90000000000003,25,22.5,vera_trAll_vera_r1024_lr1e-5
