source_file,adapter_type,lr,rank,tr_from_name,tr_actual,accuracy,negative_shift_count,negative_shift_score,positive_shift_count,positive_shift_score,raw_adapter_name
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-6,32.0,,11323,0.11026229797756779,525,429.5,176,129.10000000000002,lora_trAll_lora_r32_lr5e-6
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-6,3.0,,11323,0.10998851894374283,515,429.0,152,112.10000000000001,lora_trAll_lora_r3_lr5e-6
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-6,64.0,,11323,0.10800141305307781,546,443.20000000000005,171,124.80000000000001,lora_trAll_lora_r64_lr5e-6
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,lora,5e-6,8.0,,11323,0.1080897288704407,540,439.1,161,118.00000000000001,lora_trAll_lora_r8_lr5e-6
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-4,,,11323,0.06342842003002738,294,239.10000000000002,194,143.7,uiortholora_trAll_sv1024_svec0_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-4,,,11323,0.0642939150401837,302,245.10000000000002,188,139.40000000000003,uiortholora_trAll_sv1024_svec128_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-4,,,11323,0.0654861785745827,312,253.20000000000002,185,137.10000000000002,uiortholora_trAll_sv1024_svec256_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-4,,,11323,0.06814448467720569,325,263.20000000000005,188,138.8,uiortholora_trAll_sv1024_svec512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,1e-4,,,11323,0.06379934646295152,294,240.50000000000003,194,143.9,uiortholora_trAll_sv1024_svec64_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-3,,,11323,0.46972533780800146,966,868.5,263,205.7,uiortholora_trAll_sv1024_svec0_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-4,,,11323,0.08347611057140335,433,351.20000000000005,163,119.80000000000001,uiortholora_trAll_sv1024_svec0_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-4,,,11323,0.08813035414642763,437,351.8,166,122.4,uiortholora_trAll_sv1024_svec128_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-4,,,11323,0.0952839353528217,427,344.6,173,128.70000000000002,uiortholora_trAll_sv1024_svec256_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-4,,,11323,0.11413936235979864,401,328.5,183,136.5,uiortholora_trAll_sv1024_svec512_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,uiortholora,5e-4,,,11323,0.0855162059524861,436,352.0,168,123.60000000000001,uiortholora_trAll_sv1024_svec64_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,1e-2,1024.0,,11323,0.8054587367450439,1108,1022.6000000000001,246,195.10000000000002,vera_trAll_vera_r1024_lr1e-2
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,1e-2,512.0,,11323,0.7800936147664047,1205,1111.5,245,194.5,vera_trAll_vera_r512_lr1e-2
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,1e-3,1024.0,,11323,0.12535547116488563,479,393.5,195,143.10000000000002,vera_trAll_vera_r1024_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,1e-3,512.0,,11323,0.12990373575907446,490,406.8,182,134.8,vera_trAll_vera_r512_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,1e-4,1024.0,,11323,0.06961935882716594,362,296.80000000000007,173,127.30000000000004,vera_trAll_vera_r1024_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,1e-4,512.0,,11323,0.06982248520710059,368,301.6,173,127.50000000000003,vera_trAll_vera_r512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,1e-5,1024.0,,11323,0.03420471606464717,340,278.70000000000005,148,109.20000000000002,vera_trAll_vera_r1024_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,1e-5,512.0,,11323,0.03387794754040449,336,275.4,150,110.60000000000002,vera_trAll_vera_r512_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,5e-3,1024.0,,11323,0.5832641526097323,1015,927.1,280,219.7,vera_trAll_vera_r1024_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,5e-3,512.0,,11323,0.5699814536783537,1148,1052.0,262,206.3,vera_trAll_vera_r512_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,5e-4,1024.0,,11323,0.09463039830433631,452,368.4,170,125.30000000000001,vera_trAll_vera_r1024_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,5e-4,512.0,,11323,0.09663516735847391,448,365.0,167,124.4,vera_trAll_vera_r512_lr5e-4
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,5e-5,1024.0,,11323,0.06060231387441491,281,228.2,203,150.0,vera_trAll_vera_r1024_lr5e-5
meta-llama_Llama-3.2-3B-Instruct_scores-vera.jsonl,vera,5e-5,512.0,,11323,0.06061114545615119,282,229.20000000000002,200,149.0,vera_trAll_vera_r512_lr5e-5
